phase,train_fraction,method,queue_run,severity,corruption,it_total_ood_auroc,it_epistemic_ood_auroc,it_aleatoric_ood_auroc
scarce-50pct,0.5,sngp,1692idyk,2,defocus_blur,0.552109,0.549684,0.552116
scarce-50pct,0.5,sngp,1692idyk,2,elastic,0.633744,0.625076,0.633795
scarce-50pct,0.5,sngp,1692idyk,2,fog,0.536512,0.530892,0.536549
scarce-50pct,0.5,sngp,1692idyk,2,frost,0.694019,0.691990,0.694015
scarce-50pct,0.5,sngp,1692idyk,2,frosted_glass_blur,0.861003,0.861575,0.860947
scarce-50pct,0.5,sngp,1692idyk,2,gaussian_noise,0.818844,0.816248,0.818832
scarce-50pct,0.5,sngp,1692idyk,2,impulse_noise,0.795594,0.802533,0.795474
scarce-50pct,0.5,sngp,1692idyk,2,jpeg,0.740361,0.723445,0.740500
scarce-50pct,0.5,sngp,1692idyk,2,motion_blur,0.727932,0.728013,0.727894
scarce-50pct,0.5,sngp,1692idyk,2,pixelate,0.652381,0.646009,0.652427
scarce-50pct,0.5,sngp,1692idyk,2,shot_noise,0.736761,0.733600,0.736765
scarce-50pct,0.5,sngp,1692idyk,2,snow,0.729649,0.730080,0.729629
scarce-50pct,0.5,sngp,1692idyk,2,zoom_blur,0.727979,0.730997,0.727918
scarce-50pct,0.5,sngp,1692idyk,3,brightness,0.527953,0.525909,0.527957
scarce-50pct,0.5,sngp,1692idyk,3,contrast,0.637856,0.627508,0.637922
scarce-50pct,0.5,sngp,1692idyk,3,defocus_blur,0.673166,0.676601,0.673100
scarce-50pct,0.5,sngp,1692idyk,3,elastic,0.707877,0.702829,0.707892
scarce-50pct,0.5,sngp,1692idyk,3,fog,0.571982,0.563298,0.572030
scarce-50pct,0.5,sngp,1692idyk,3,frost,0.768629,0.767286,0.768609
scarce-50pct,0.5,sngp,1692idyk,3,frosted_glass_blur,0.853871,0.852945,0.853853
scarce-50pct,0.5,sngp,1692idyk,3,gaussian_noise,0.870044,0.872401,0.869957
scarce-50pct,0.5,sngp,1692idyk,3,impulse_noise,0.859572,0.870677,0.859339
scarce-50pct,0.5,sngp,1692idyk,3,jpeg,0.762402,0.746302,0.762537
scarce-50pct,0.5,sngp,1692idyk,3,motion_blur,0.792240,0.792929,0.792193
scarce-50pct,0.5,sngp,1692idyk,3,pixelate,0.689662,0.683151,0.689718
scarce-50pct,0.5,sngp,1692idyk,3,shot_noise,0.832917,0.831758,0.832890
scarce-50pct,0.5,sngp,1692idyk,3,snow,0.699677,0.695574,0.699696
scarce-50pct,0.5,sngp,1692idyk,3,zoom_blur,0.788888,0.796458,0.788745
scarce-50pct,0.5,sngp,1692idyk,4,brightness,0.548789,0.545551,0.548804
scarce-50pct,0.5,sngp,1692idyk,4,contrast,0.721762,0.713096,0.721820
scarce-50pct,0.5,sngp,1692idyk,4,defocus_blur,0.785816,0.792599,0.785673
scarce-50pct,0.5,sngp,1692idyk,4,elastic,0.762379,0.754571,0.762440
scarce-50pct,0.5,sngp,1692idyk,4,fog,0.629694,0.619580,0.629765
scarce-50pct,0.5,sngp,1692idyk,4,frost,0.777732,0.777394,0.777701
scarce-50pct,0.5,sngp,1692idyk,4,frosted_glass_blur,0.886338,0.885995,0.886294
scarce-50pct,0.5,sngp,1692idyk,4,gaussian_noise,0.885706,0.891547,0.885556
scarce-50pct,0.5,sngp,1692idyk,4,impulse_noise,0.921640,0.939351,0.921124
scarce-50pct,0.5,sngp,1692idyk,4,jpeg,0.782490,0.767064,0.782626
scarce-50pct,0.5,sngp,1692idyk,4,motion_blur,0.792249,0.792893,0.792200
scarce-50pct,0.5,sngp,1692idyk,4,pixelate,0.777346,0.778201,0.777310
scarce-50pct,0.5,sngp,1692idyk,4,shot_noise,0.860875,0.862412,0.860792
scarce-50pct,0.5,sngp,1692idyk,4,snow,0.718976,0.714285,0.719014
scarce-50pct,0.5,sngp,1692idyk,4,zoom_blur,0.831160,0.842938,0.830912
scarce-50pct,0.5,sngp,1692idyk,5,brightness,0.599915,0.592919,0.599951
scarce-50pct,0.5,sngp,1692idyk,5,contrast,0.885842,0.884815,0.885836
scarce-50pct,0.5,sngp,1692idyk,5,defocus_blur,0.890947,0.910572,0.890355
scarce-50pct,0.5,sngp,1692idyk,5,elastic,0.786377,0.773835,0.786489
scarce-50pct,0.5,sngp,1692idyk,5,fog,0.783229,0.781934,0.783194
scarce-50pct,0.5,sngp,1692idyk,5,frost,0.824686,0.825715,0.824620
scarce-50pct,0.5,sngp,1692idyk,5,frosted_glass_blur,0.881230,0.877559,0.881245
scarce-50pct,0.5,sngp,1692idyk,5,gaussian_noise,0.896736,0.906694,0.896495
scarce-50pct,0.5,sngp,1692idyk,5,impulse_noise,0.938115,0.962446,0.937275
scarce-50pct,0.5,sngp,1692idyk,5,jpeg,0.809116,0.794863,0.809248
scarce-50pct,0.5,sngp,1692idyk,5,motion_blur,0.835421,0.836160,0.835371
scarce-50pct,0.5,sngp,1692idyk,5,pixelate,0.834158,0.841420,0.834004
scarce-50pct,0.5,sngp,1692idyk,5,shot_noise,0.888772,0.896629,0.888571
scarce-50pct,0.5,sngp,1692idyk,5,snow,0.762226,0.759106,0.762234
scarce-50pct,0.5,sngp,1692idyk,5,zoom_blur,0.867898,0.883797,0.867502
scarce-50pct,0.5,edl,5lhhpt1y,1,brightness,0.501082,0.501108,0.500875
scarce-50pct,0.5,edl,5lhhpt1y,1,contrast,0.521831,0.521829,0.521984
scarce-50pct,0.5,edl,5lhhpt1y,1,defocus_blur,0.509554,0.509547,0.509838
scarce-50pct,0.5,edl,5lhhpt1y,1,elastic,0.611712,0.612012,0.611085
scarce-50pct,0.5,edl,5lhhpt1y,1,fog,0.512045,0.512098,0.511924
scarce-50pct,0.5,edl,5lhhpt1y,1,frost,0.565956,0.565849,0.566164
scarce-50pct,0.5,edl,5lhhpt1y,1,frosted_glass_blur,0.793582,0.793721,0.792460
scarce-50pct,0.5,edl,5lhhpt1y,1,gaussian_noise,0.632537,0.632540,0.633047
scarce-50pct,0.5,edl,5lhhpt1y,1,impulse_noise,0.590163,0.589771,0.589637
scarce-50pct,0.5,edl,5lhhpt1y,1,jpeg,0.608406,0.608460,0.608782
scarce-50pct,0.5,edl,5lhhpt1y,1,motion_blur,0.613735,0.613869,0.614154
scarce-50pct,0.5,edl,5lhhpt1y,1,pixelate,0.540300,0.540246,0.540175
scarce-50pct,0.5,edl,5lhhpt1y,1,shot_noise,0.581281,0.581228,0.581315
scarce-50pct,0.5,edl,5lhhpt1y,1,snow,0.576132,0.576093,0.575532
scarce-50pct,0.5,edl,5lhhpt1y,1,zoom_blur,0.646568,0.646902,0.645750
scarce-50pct,0.5,edl,5lhhpt1y,2,brightness,0.508855,0.508909,0.508511
scarce-50pct,0.5,edl,5lhhpt1y,2,contrast,0.600843,0.600992,0.601341
scarce-50pct,0.5,edl,5lhhpt1y,2,defocus_blur,0.550463,0.550457,0.550564
scarce-50pct,0.5,edl,5lhhpt1y,2,elastic,0.611976,0.612333,0.611550
scarce-50pct,0.5,edl,5lhhpt1y,2,fog,0.549819,0.549920,0.549836
scarce-50pct,0.5,edl,5lhhpt1y,2,frost,0.634077,0.634051,0.634769
scarce-50pct,0.5,edl,5lhhpt1y,2,frosted_glass_blur,0.786998,0.787181,0.785648
scarce-50pct,0.5,edl,5lhhpt1y,2,gaussian_noise,0.723531,0.723458,0.724915
scarce-50pct,0.5,edl,5lhhpt1y,2,impulse_noise,0.654412,0.654275,0.653630
scarce-50pct,0.5,edl,5lhhpt1y,2,jpeg,0.653933,0.654114,0.653240
scarce-50pct,0.5,edl,5lhhpt1y,2,motion_blur,0.689806,0.690008,0.690384
scarce-50pct,0.5,edl,5lhhpt1y,2,pixelate,0.578705,0.578493,0.578726
scarce-50pct,0.5,edl,5lhhpt1y,2,shot_noise,0.639201,0.639165,0.639690
scarce-50pct,0.5,edl,5lhhpt1y,2,snow,0.679685,0.679439,0.679044
scarce-50pct,0.5,edl,5lhhpt1y,2,zoom_blur,0.671235,0.671597,0.669755
scarce-50pct,0.5,edl,5lhhpt1y,3,brightness,0.522867,0.522893,0.522416
scarce-50pct,0.5,edl,5lhhpt1y,3,contrast,0.659156,0.659455,0.659781
scarce-50pct,0.5,edl,5lhhpt1y,3,defocus_blur,0.624873,0.625071,0.624712
scarce-50pct,0.5,edl,5lhhpt1y,3,elastic,0.662296,0.662675,0.661016
scarce-50pct,0.5,edl,5lhhpt1y,3,fog,0.589444,0.589632,0.589532
scarce-50pct,0.5,edl,5lhhpt1y,3,frost,0.712390,0.712285,0.713729
scarce-50pct,0.5,edl,5lhhpt1y,3,frosted_glass_blur,0.772673,0.772655,0.772206
scarce-50pct,0.5,edl,5lhhpt1y,3,gaussian_noise,0.778416,0.778454,0.780314
scarce-50pct,0.5,edl,5lhhpt1y,3,impulse_noise,0.716970,0.717049,0.715238
scarce-50pct,0.5,edl,5lhhpt1y,3,jpeg,0.668373,0.668551,0.667559
scarce-50pct,0.5,edl,5lhhpt1y,3,motion_blur,0.743329,0.743647,0.743178
scarce-50pct,0.5,edl,5lhhpt1y,3,pixelate,0.606824,0.606495,0.607142
scarce-50pct,0.5,edl,5lhhpt1y,3,shot_noise,0.732003,0.731946,0.732898
scarce-50pct,0.5,edl,5lhhpt1y,3,snow,0.650958,0.650908,0.649693
scarce-50pct,0.5,edl,5lhhpt1y,3,zoom_blur,0.715374,0.715883,0.713268
scarce-50pct,0.5,edl,5lhhpt1y,4,brightness,0.541739,0.541811,0.541730
scarce-50pct,0.5,edl,5lhhpt1y,4,contrast,0.737158,0.737306,0.737748
scarce-50pct,0.5,edl,5lhhpt1y,4,defocus_blur,0.716620,0.716951,0.715138
scarce-50pct,0.5,edl,5lhhpt1y,4,elastic,0.725895,0.726271,0.723989
scarce-50pct,0.5,edl,5lhhpt1y,4,fog,0.636416,0.636630,0.636668
scarce-50pct,0.5,edl,5lhhpt1y,4,frost,0.721779,0.721639,0.723248
scarce-50pct,0.5,edl,5lhhpt1y,4,frosted_glass_blur,0.820110,0.820291,0.816537
scarce-50pct,0.5,edl,5lhhpt1y,4,gaussian_noise,0.794152,0.794327,0.795401
scarce-50pct,0.5,edl,5lhhpt1y,4,impulse_noise,0.815366,0.815907,0.809822
scarce-50pct,0.5,edl,5lhhpt1y,4,jpeg,0.686329,0.686469,0.684622
scarce-50pct,0.5,edl,5lhhpt1y,4,motion_blur,0.743329,0.743647,0.743178
scarce-50pct,0.5,edl,5lhhpt1y,4,pixelate,0.671944,0.671506,0.672440
scarce-50pct,0.5,edl,5lhhpt1y,4,shot_noise,0.760166,0.760156,0.761695
scarce-50pct,0.5,edl,5lhhpt1y,4,snow,0.672058,0.672169,0.670538
scarce-50pct,0.5,edl,5lhhpt1y,4,zoom_blur,0.747665,0.748147,0.745421
scarce-50pct,0.5,edl,5lhhpt1y,5,brightness,0.590388,0.590415,0.589914
scarce-50pct,0.5,edl,5lhhpt1y,5,contrast,0.851185,0.851038,0.851016
scarce-50pct,0.5,edl,5lhhpt1y,5,defocus_blur,0.815157,0.815350,0.812541
scarce-50pct,0.5,edl,5lhhpt1y,5,elastic,0.748416,0.748721,0.745479
scarce-50pct,0.5,edl,5lhhpt1y,5,fog,0.739414,0.739531,0.740753
scarce-50pct,0.5,edl,5lhhpt1y,5,frost,0.775996,0.775776,0.777954
scarce-50pct,0.5,edl,5lhhpt1y,5,frosted_glass_blur,0.806781,0.806865,0.805299
scarce-50pct,0.5,edl,5lhhpt1y,5,gaussian_noise,0.805081,0.805312,0.806489
scarce-50pct,0.5,edl,5lhhpt1y,5,impulse_noise,0.865488,0.865930,0.855931
scarce-50pct,0.5,edl,5lhhpt1y,5,jpeg,0.709100,0.709342,0.707815
scarce-50pct,0.5,edl,5lhhpt1y,5,motion_blur,0.780686,0.780877,0.779944
scarce-50pct,0.5,edl,5lhhpt1y,5,pixelate,0.721831,0.721179,0.725350
scarce-50pct,0.5,edl,5lhhpt1y,5,shot_noise,0.788334,0.788575,0.789658
scarce-50pct,0.5,edl,5lhhpt1y,5,snow,0.716606,0.716362,0.716253
scarce-50pct,0.5,edl,5lhhpt1y,5,zoom_blur,0.790666,0.791149,0.786865
scarce-50pct,0.5,ddu,5w1yjrmj,1,brightness,0.500599,0.500000,0.500599
scarce-50pct,0.5,ddu,5w1yjrmj,1,contrast,0.525945,0.500000,0.525945
scarce-50pct,0.5,ddu,5w1yjrmj,1,defocus_blur,0.510212,0.500000,0.510212
scarce-50pct,0.5,ddu,5w1yjrmj,1,elastic,0.642175,0.500000,0.642175
scarce-50pct,0.5,ddu,5w1yjrmj,1,fog,0.513217,0.500000,0.513217
scarce-50pct,0.5,ddu,5w1yjrmj,1,frost,0.590798,0.500000,0.590798
scarce-50pct,0.5,ddu,5w1yjrmj,1,frosted_glass_blur,0.855535,0.500000,0.855535
scarce-50pct,0.5,ddu,5w1yjrmj,1,gaussian_noise,0.699534,0.500000,0.699534
scarce-50pct,0.5,ddu,5w1yjrmj,1,impulse_noise,0.665634,0.500000,0.665634
scarce-50pct,0.5,ddu,5w1yjrmj,1,jpeg,0.661937,0.500000,0.661937
scarce-50pct,0.5,ddu,5w1yjrmj,1,motion_blur,0.627919,0.500000,0.627919
scarce-50pct,0.5,ddu,5w1yjrmj,1,pixelate,0.560572,0.500000,0.560572
scarce-50pct,0.5,ddu,5w1yjrmj,1,shot_noise,0.633795,0.500000,0.633795
scarce-50pct,0.5,ddu,5w1yjrmj,1,snow,0.609396,0.500000,0.609396
scarce-50pct,0.5,ddu,5w1yjrmj,1,zoom_blur,0.671864,0.500000,0.671864
scarce-50pct,0.5,ddu,5w1yjrmj,2,brightness,0.507733,0.500000,0.507733
scarce-50pct,0.5,ddu,5w1yjrmj,2,contrast,0.614567,0.500000,0.614567
scarce-50pct,0.5,ddu,5w1yjrmj,2,defocus_blur,0.558645,0.500000,0.558645
scarce-50pct,0.5,ddu,5w1yjrmj,2,elastic,0.642807,0.500000,0.642807
scarce-50pct,0.5,ddu,5w1yjrmj,2,fog,0.551923,0.500000,0.551923
scarce-50pct,0.5,ddu,5w1yjrmj,2,frost,0.659073,0.500000,0.659073
scarce-50pct,0.5,ddu,5w1yjrmj,2,frosted_glass_blur,0.849150,0.500000,0.849150
scarce-50pct,0.5,ddu,5w1yjrmj,2,gaussian_noise,0.797471,0.500000,0.797471
scarce-50pct,0.5,ddu,5w1yjrmj,2,impulse_noise,0.769538,0.500000,0.769538
scarce-50pct,0.5,ddu,5w1yjrmj,2,jpeg,0.725082,0.500000,0.725082
scarce-50pct,0.5,ddu,5w1yjrmj,2,motion_blur,0.723888,0.500000,0.723888
scarce-50pct,0.5,ddu,5w1yjrmj,2,pixelate,0.629799,0.500000,0.629799
scarce-50pct,0.5,ddu,5w1yjrmj,2,shot_noise,0.705877,0.500000,0.705877
scarce-50pct,0.5,ddu,5w1yjrmj,2,snow,0.717248,0.500000,0.717248
scarce-50pct,0.5,ddu,5w1yjrmj,2,zoom_blur,0.715678,0.500000,0.715678
scarce-50pct,0.5,ddu,5w1yjrmj,3,brightness,0.521087,0.500000,0.521087
scarce-50pct,0.5,ddu,5w1yjrmj,3,contrast,0.680871,0.500000,0.680871
scarce-50pct,0.5,ddu,5w1yjrmj,3,defocus_blur,0.660048,0.500000,0.660048
scarce-50pct,0.5,ddu,5w1yjrmj,3,elastic,0.706017,0.500000,0.706017
scarce-50pct,0.5,ddu,5w1yjrmj,3,fog,0.592011,0.500000,0.592011
scarce-50pct,0.5,ddu,5w1yjrmj,3,frost,0.735681,0.500000,0.735681
scarce-50pct,0.5,ddu,5w1yjrmj,3,frosted_glass_blur,0.829455,0.500000,0.829455
scarce-50pct,0.5,ddu,5w1yjrmj,3,gaussian_noise,0.852286,0.500000,0.852286
scarce-50pct,0.5,ddu,5w1yjrmj,3,impulse_noise,0.839660,0.500000,0.839660
scarce-50pct,0.5,ddu,5w1yjrmj,3,jpeg,0.743473,0.500000,0.743473
scarce-50pct,0.5,ddu,5w1yjrmj,3,motion_blur,0.794268,0.500000,0.794268
scarce-50pct,0.5,ddu,5w1yjrmj,3,pixelate,0.663907,0.500000,0.663907
scarce-50pct,0.5,ddu,5w1yjrmj,3,shot_noise,0.809810,0.500000,0.809810
scarce-50pct,0.5,ddu,5w1yjrmj,3,snow,0.689666,0.500000,0.689666
scarce-50pct,0.5,ddu,5w1yjrmj,3,zoom_blur,0.772265,0.500000,0.772265
scarce-50pct,0.5,ddu,5w1yjrmj,4,brightness,0.539080,0.500000,0.539080
scarce-50pct,0.5,ddu,5w1yjrmj,4,contrast,0.771090,0.500000,0.771090
scarce-50pct,0.5,ddu,5w1yjrmj,4,defocus_blur,0.758554,0.500000,0.758554
scarce-50pct,0.5,ddu,5w1yjrmj,4,elastic,0.762734,0.500000,0.762734
scarce-50pct,0.5,ddu,5w1yjrmj,4,fog,0.641115,0.500000,0.641115
scarce-50pct,0.5,ddu,5w1yjrmj,4,frost,0.746689,0.500000,0.746689
scarce-50pct,0.5,ddu,5w1yjrmj,4,frosted_glass_blur,0.885174,0.500000,0.885174
scarce-50pct,0.5,ddu,5w1yjrmj,4,gaussian_noise,0.868006,0.500000,0.868006
scarce-50pct,0.5,ddu,5w1yjrmj,4,impulse_noise,0.910890,0.500000,0.910890
scarce-50pct,0.5,ddu,5w1yjrmj,4,jpeg,0.762477,0.500000,0.762477
scarce-50pct,0.5,ddu,5w1yjrmj,4,motion_blur,0.794268,0.500000,0.794268
scarce-50pct,0.5,ddu,5w1yjrmj,4,pixelate,0.738781,0.500000,0.738781
scarce-50pct,0.5,ddu,5w1yjrmj,4,shot_noise,0.843290,0.500000,0.843290
scarce-50pct,0.5,ddu,5w1yjrmj,4,snow,0.702900,0.500000,0.702900
scarce-50pct,0.5,ddu,5w1yjrmj,4,zoom_blur,0.814294,0.500000,0.814294
scarce-50pct,0.5,ddu,5w1yjrmj,5,brightness,0.585586,0.500000,0.585586
scarce-50pct,0.5,ddu,5w1yjrmj,5,contrast,0.934059,0.500000,0.934059
scarce-50pct,0.5,ddu,5w1yjrmj,5,defocus_blur,0.892952,0.500000,0.892952
scarce-50pct,0.5,ddu,5w1yjrmj,5,elastic,0.784692,0.500000,0.784692
scarce-50pct,0.5,ddu,5w1yjrmj,5,fog,0.761344,0.500000,0.761344
scarce-50pct,0.5,ddu,5w1yjrmj,5,frost,0.798593,0.500000,0.798593
scarce-50pct,0.5,ddu,5w1yjrmj,5,frosted_glass_blur,0.867935,0.500000,0.867935
scarce-50pct,0.5,ddu,5w1yjrmj,5,gaussian_noise,0.878411,0.500000,0.878411
scarce-50pct,0.5,ddu,5w1yjrmj,5,impulse_noise,0.912186,0.500000,0.912186
scarce-50pct,0.5,ddu,5w1yjrmj,5,jpeg,0.788655,0.500000,0.788655
scarce-50pct,0.5,ddu,5w1yjrmj,5,motion_blur,0.843465,0.500000,0.843465
scarce-50pct,0.5,ddu,5w1yjrmj,5,pixelate,0.801337,0.500000,0.801337
scarce-50pct,0.5,ddu,5w1yjrmj,5,shot_noise,0.870774,0.500000,0.870774
scarce-50pct,0.5,ddu,5w1yjrmj,5,snow,0.740574,0.500000,0.740574
scarce-50pct,0.5,ddu,5w1yjrmj,5,zoom_blur,0.860391,0.500000,0.860391
scarce-50pct,0.5,postnet,8ugac5sn,1,brightness,0.499035,0.498753,0.499055
scarce-50pct,0.5,postnet,8ugac5sn,1,contrast,0.495104,0.482928,0.495323
scarce-50pct,0.5,postnet,8ugac5sn,1,defocus_blur,0.500834,0.497353,0.500908
scarce-50pct,0.5,postnet,8ugac5sn,1,elastic,0.575277,0.525624,0.576066
scarce-50pct,0.5,postnet,8ugac5sn,1,fog,0.495817,0.489447,0.495939
scarce-50pct,0.5,postnet,8ugac5sn,1,frost,0.587417,0.569753,0.587677
scarce-50pct,0.5,postnet,8ugac5sn,1,frosted_glass_blur,0.827986,0.749421,0.828689
scarce-50pct,0.5,postnet,8ugac5sn,1,gaussian_noise,0.726811,0.713396,0.726938
scarce-50pct,0.5,postnet,8ugac5sn,1,impulse_noise,0.608091,0.558297,0.608835
scarce-50pct,0.5,postnet,8ugac5sn,1,jpeg,0.616389,0.572916,0.617084
scarce-50pct,0.5,postnet,8ugac5sn,1,motion_blur,0.597355,0.560580,0.597936
scarce-50pct,0.5,postnet,8ugac5sn,1,pixelate,0.547814,0.528722,0.548107
scarce-50pct,0.5,postnet,8ugac5sn,1,shot_noise,0.666903,0.659522,0.666994
scarce-50pct,0.5,postnet,8ugac5sn,1,snow,0.577927,0.553780,0.578333
scarce-50pct,0.5,postnet,8ugac5sn,1,zoom_blur,0.635928,0.576610,0.636755
scarce-50pct,0.5,postnet,8ugac5sn,2,brightness,0.501078,0.498336,0.501128
scarce-50pct,0.5,postnet,8ugac5sn,2,contrast,0.521294,0.468537,0.522132
scarce-50pct,0.5,postnet,8ugac5sn,2,defocus_blur,0.524959,0.505083,0.525313
scarce-50pct,0.5,postnet,8ugac5sn,2,elastic,0.579062,0.527099,0.579863
scarce-50pct,0.5,postnet,8ugac5sn,2,fog,0.502026,0.478141,0.502428
scarce-50pct,0.5,postnet,8ugac5sn,2,frost,0.647053,0.613898,0.647519
scarce-50pct,0.5,postnet,8ugac5sn,2,frosted_glass_blur,0.817653,0.733315,0.818427
scarce-50pct,0.5,postnet,8ugac5sn,2,gaussian_noise,0.796633,0.770260,0.796902
scarce-50pct,0.5,postnet,8ugac5sn,2,impulse_noise,0.689757,0.607467,0.690778
scarce-50pct,0.5,postnet,8ugac5sn,2,jpeg,0.675829,0.613935,0.676678
scarce-50pct,0.5,postnet,8ugac5sn,2,motion_blur,0.684946,0.615022,0.685820
scarce-50pct,0.5,postnet,8ugac5sn,2,pixelate,0.619967,0.585600,0.620470
scarce-50pct,0.5,postnet,8ugac5sn,2,shot_noise,0.728380,0.717015,0.728505
scarce-50pct,0.5,postnet,8ugac5sn,2,snow,0.690039,0.652343,0.690534
scarce-50pct,0.5,postnet,8ugac5sn,2,zoom_blur,0.686643,0.613086,0.687562
scarce-50pct,0.5,postnet,8ugac5sn,3,brightness,0.506406,0.499204,0.506519
scarce-50pct,0.5,postnet,8ugac5sn,3,contrast,0.562028,0.477608,0.563242
scarce-50pct,0.5,postnet,8ugac5sn,3,defocus_blur,0.620747,0.565094,0.621554
scarce-50pct,0.5,postnet,8ugac5sn,3,elastic,0.653136,0.583823,0.654081
scarce-50pct,0.5,postnet,8ugac5sn,3,fog,0.520956,0.479217,0.521626
scarce-50pct,0.5,postnet,8ugac5sn,3,frost,0.725322,0.685093,0.725835
scarce-50pct,0.5,postnet,8ugac5sn,3,frosted_glass_blur,0.802178,0.727430,0.802944
scarce-50pct,0.5,postnet,8ugac5sn,3,gaussian_noise,0.824602,0.782927,0.825030
scarce-50pct,0.5,postnet,8ugac5sn,3,impulse_noise,0.758460,0.651683,0.759603
scarce-50pct,0.5,postnet,8ugac5sn,3,jpeg,0.694899,0.627515,0.695789
scarce-50pct,0.5,postnet,8ugac5sn,3,motion_blur,0.753536,0.656165,0.754556
scarce-50pct,0.5,postnet,8ugac5sn,3,pixelate,0.667285,0.631640,0.667782
scarce-50pct,0.5,postnet,8ugac5sn,3,shot_noise,0.801957,0.770767,0.802281
scarce-50pct,0.5,postnet,8ugac5sn,3,snow,0.650644,0.606176,0.651270
scarce-50pct,0.5,postnet,8ugac5sn,3,zoom_blur,0.750638,0.662885,0.751601
scarce-50pct,0.5,postnet,8ugac5sn,4,brightness,0.515306,0.501786,0.515518
scarce-50pct,0.5,postnet,8ugac5sn,4,contrast,0.643371,0.518257,0.644918
scarce-50pct,0.5,postnet,8ugac5sn,4,defocus_blur,0.753314,0.677447,0.754123
scarce-50pct,0.5,postnet,8ugac5sn,4,elastic,0.719098,0.645551,0.719970
scarce-50pct,0.5,postnet,8ugac5sn,4,fog,0.565211,0.506532,0.566072
scarce-50pct,0.5,postnet,8ugac5sn,4,frost,0.742111,0.705438,0.742568
scarce-50pct,0.5,postnet,8ugac5sn,4,frosted_glass_blur,0.848421,0.754973,0.849182
scarce-50pct,0.5,postnet,8ugac5sn,4,gaussian_noise,0.829244,0.780264,0.829762
scarce-50pct,0.5,postnet,8ugac5sn,4,impulse_noise,0.860302,0.744085,0.861186
scarce-50pct,0.5,postnet,8ugac5sn,4,jpeg,0.718551,0.643795,0.719462
scarce-50pct,0.5,postnet,8ugac5sn,4,motion_blur,0.753536,0.656165,0.754556
scarce-50pct,0.5,postnet,8ugac5sn,4,pixelate,0.767432,0.726879,0.767855
scarce-50pct,0.5,postnet,8ugac5sn,4,shot_noise,0.817102,0.777133,0.817522
scarce-50pct,0.5,postnet,8ugac5sn,4,snow,0.673551,0.625887,0.674166
scarce-50pct,0.5,postnet,8ugac5sn,4,zoom_blur,0.792142,0.695199,0.793079
scarce-50pct,0.5,postnet,8ugac5sn,5,brightness,0.542151,0.512280,0.542588
scarce-50pct,0.5,postnet,8ugac5sn,5,contrast,0.873247,0.722143,0.874260
scarce-50pct,0.5,postnet,8ugac5sn,5,defocus_blur,0.856508,0.731075,0.857412
scarce-50pct,0.5,postnet,8ugac5sn,5,elastic,0.739188,0.664466,0.740059
scarce-50pct,0.5,postnet,8ugac5sn,5,fog,0.722292,0.650295,0.723183
scarce-50pct,0.5,postnet,8ugac5sn,5,frost,0.796721,0.760783,0.797098
scarce-50pct,0.5,postnet,8ugac5sn,5,frosted_glass_blur,0.834683,0.748551,0.835450
scarce-50pct,0.5,postnet,8ugac5sn,5,gaussian_noise,0.831207,0.775791,0.831802
scarce-50pct,0.5,postnet,8ugac5sn,5,impulse_noise,0.889873,0.784122,0.890602
scarce-50pct,0.5,postnet,8ugac5sn,5,jpeg,0.744156,0.663030,0.745085
scarce-50pct,0.5,postnet,8ugac5sn,5,motion_blur,0.801685,0.683321,0.802721
scarce-50pct,0.5,postnet,8ugac5sn,5,pixelate,0.817692,0.747726,0.818277
scarce-50pct,0.5,postnet,8ugac5sn,5,shot_noise,0.826587,0.770395,0.827158
scarce-50pct,0.5,postnet,8ugac5sn,5,snow,0.712175,0.663486,0.712784
scarce-50pct,0.5,postnet,8ugac5sn,5,zoom_blur,0.828446,0.719117,0.829356
scarce-50pct,0.5,loss-prediction,9fb4ansn,1,brightness,0.502253,0.500000,0.502253
scarce-50pct,0.5,loss-prediction,9fb4ansn,1,contrast,0.522715,0.500000,0.522715
scarce-50pct,0.5,loss-prediction,9fb4ansn,1,defocus_blur,0.511560,0.500000,0.511560
scarce-50pct,0.5,loss-prediction,9fb4ansn,1,elastic,0.626533,0.500000,0.626533
scarce-50pct,0.5,loss-prediction,9fb4ansn,1,fog,0.508904,0.500000,0.508904
scarce-50pct,0.5,loss-prediction,9fb4ansn,1,frost,0.576053,0.500000,0.576053
scarce-50pct,0.5,loss-prediction,9fb4ansn,1,frosted_glass_blur,0.810777,0.500000,0.810777
scarce-50pct,0.5,loss-prediction,9fb4ansn,1,gaussian_noise,0.657877,0.500000,0.657877
scarce-50pct,0.5,loss-prediction,9fb4ansn,1,impulse_noise,0.652332,0.500000,0.652332
scarce-50pct,0.5,loss-prediction,9fb4ansn,1,jpeg,0.631176,0.500000,0.631176
scarce-50pct,0.5,loss-prediction,9fb4ansn,1,motion_blur,0.617626,0.500000,0.617626
scarce-50pct,0.5,loss-prediction,9fb4ansn,1,pixelate,0.547150,0.500000,0.547150
scarce-50pct,0.5,loss-prediction,9fb4ansn,1,shot_noise,0.601042,0.500000,0.601042
scarce-50pct,0.5,loss-prediction,9fb4ansn,1,snow,0.608931,0.500000,0.608931
scarce-50pct,0.5,loss-prediction,9fb4ansn,1,zoom_blur,0.654143,0.500000,0.654143
scarce-50pct,0.5,loss-prediction,9fb4ansn,2,brightness,0.512092,0.500000,0.512092
