phase,train_fraction,method,queue_run,severity,corruption,it_total_ood_auroc,it_epistemic_ood_auroc,it_aleatoric_ood_auroc
full-data,1.0,het-xl,olapo0kg,3,defocus_blur,0.630526,0.630571,0.630528
full-data,1.0,het-xl,olapo0kg,3,elastic,0.662544,0.662719,0.662551
full-data,1.0,het-xl,olapo0kg,3,fog,0.546732,0.546805,0.546733
full-data,1.0,het-xl,olapo0kg,3,frost,0.706190,0.705211,0.706213
full-data,1.0,het-xl,olapo0kg,3,frosted_glass_blur,0.813919,0.812010,0.813965
full-data,1.0,het-xl,olapo0kg,3,gaussian_noise,0.836279,0.835611,0.836305
full-data,1.0,het-xl,olapo0kg,3,impulse_noise,0.779621,0.777130,0.779672
full-data,1.0,het-xl,olapo0kg,3,jpeg,0.710826,0.709503,0.710853
full-data,1.0,het-xl,olapo0kg,3,motion_blur,0.746573,0.746827,0.746577
full-data,1.0,het-xl,olapo0kg,3,pixelate,0.665544,0.662877,0.665590
full-data,1.0,het-xl,olapo0kg,3,shot_noise,0.795151,0.794012,0.795179
full-data,1.0,het-xl,olapo0kg,3,snow,0.628518,0.627518,0.628533
full-data,1.0,het-xl,olapo0kg,3,zoom_blur,0.774520,0.774278,0.774537
full-data,1.0,het-xl,olapo0kg,4,brightness,0.516869,0.516349,0.516874
full-data,1.0,het-xl,olapo0kg,4,contrast,0.701219,0.700612,0.701238
full-data,1.0,het-xl,olapo0kg,4,defocus_blur,0.754729,0.754652,0.754741
full-data,1.0,het-xl,olapo0kg,4,elastic,0.720862,0.721368,0.720868
full-data,1.0,het-xl,olapo0kg,4,fog,0.594002,0.593895,0.594006
full-data,1.0,het-xl,olapo0kg,4,frost,0.720469,0.719431,0.720494
full-data,1.0,het-xl,olapo0kg,4,frosted_glass_blur,0.853955,0.851558,0.854017
full-data,1.0,het-xl,olapo0kg,4,gaussian_noise,0.859659,0.858738,0.859691
full-data,1.0,het-xl,olapo0kg,4,impulse_noise,0.878461,0.875805,0.878525
full-data,1.0,het-xl,olapo0kg,4,jpeg,0.737242,0.735771,0.737271
full-data,1.0,het-xl,olapo0kg,4,motion_blur,0.746621,0.746770,0.746627
full-data,1.0,het-xl,olapo0kg,4,pixelate,0.757723,0.754639,0.757780
full-data,1.0,het-xl,olapo0kg,4,shot_noise,0.830121,0.828812,0.830159
full-data,1.0,het-xl,olapo0kg,4,snow,0.647072,0.646104,0.647093
full-data,1.0,het-xl,olapo0kg,4,zoom_blur,0.823379,0.822659,0.823408
full-data,1.0,het-xl,olapo0kg,5,brightness,0.552349,0.551822,0.552357
full-data,1.0,het-xl,olapo0kg,5,contrast,0.890704,0.888647,0.890762
full-data,1.0,het-xl,olapo0kg,5,defocus_blur,0.909267,0.907278,0.909323
full-data,1.0,het-xl,olapo0kg,5,elastic,0.761510,0.761003,0.761533
full-data,1.0,het-xl,olapo0kg,5,fog,0.738094,0.737925,0.738107
full-data,1.0,het-xl,olapo0kg,5,frost,0.781154,0.779780,0.781190
full-data,1.0,het-xl,olapo0kg,5,frosted_glass_blur,0.854414,0.851973,0.854471
full-data,1.0,het-xl,olapo0kg,5,gaussian_noise,0.880139,0.878947,0.880180
full-data,1.0,het-xl,olapo0kg,5,impulse_noise,0.925076,0.922672,0.925140
full-data,1.0,het-xl,olapo0kg,5,jpeg,0.766629,0.764959,0.766665
full-data,1.0,het-xl,olapo0kg,5,motion_blur,0.802137,0.801844,0.802152
full-data,1.0,het-xl,olapo0kg,5,pixelate,0.810102,0.806467,0.810168
full-data,1.0,het-xl,olapo0kg,5,shot_noise,0.870661,0.869188,0.870704
full-data,1.0,het-xl,olapo0kg,5,snow,0.703707,0.702898,0.703726
full-data,1.0,het-xl,olapo0kg,5,zoom_blur,0.874175,0.873021,0.874211
full-data,1.0,hetclassnn,pb3a6oru,1,brightness,0.500234,0.500928,0.500118
full-data,1.0,hetclassnn,pb3a6oru,1,contrast,0.514019,0.513624,0.513998
full-data,1.0,hetclassnn,pb3a6oru,1,defocus_blur,0.505572,0.505498,0.505501
full-data,1.0,hetclassnn,pb3a6oru,1,elastic,0.634281,0.633878,0.634007
full-data,1.0,hetclassnn,pb3a6oru,1,fog,0.506846,0.506655,0.506812
full-data,1.0,hetclassnn,pb3a6oru,1,frost,0.594536,0.597077,0.593688
full-data,1.0,hetclassnn,pb3a6oru,1,frosted_glass_blur,0.886125,0.885111,0.884828
full-data,1.0,hetclassnn,pb3a6oru,1,gaussian_noise,0.730551,0.731376,0.729607
full-data,1.0,hetclassnn,pb3a6oru,1,impulse_noise,0.725727,0.733457,0.722943
full-data,1.0,hetclassnn,pb3a6oru,1,jpeg,0.677235,0.678181,0.676759
full-data,1.0,hetclassnn,pb3a6oru,1,motion_blur,0.607440,0.608175,0.606895
full-data,1.0,hetclassnn,pb3a6oru,1,pixelate,0.555726,0.556969,0.555504
full-data,1.0,hetclassnn,pb3a6oru,1,shot_noise,0.654696,0.656382,0.653727
full-data,1.0,hetclassnn,pb3a6oru,1,snow,0.606724,0.610087,0.605763
full-data,1.0,hetclassnn,pb3a6oru,1,zoom_blur,0.661453,0.661510,0.660986
full-data,1.0,hetclassnn,pb3a6oru,2,brightness,0.507102,0.507603,0.507041
full-data,1.0,hetclassnn,pb3a6oru,2,contrast,0.591330,0.590275,0.591258
full-data,1.0,hetclassnn,pb3a6oru,2,defocus_blur,0.546067,0.546109,0.545820
full-data,1.0,hetclassnn,pb3a6oru,2,elastic,0.633947,0.633117,0.633712
full-data,1.0,hetclassnn,pb3a6oru,2,fog,0.538845,0.539226,0.538614
full-data,1.0,hetclassnn,pb3a6oru,2,frost,0.668791,0.671270,0.667565
full-data,1.0,hetclassnn,pb3a6oru,2,frosted_glass_blur,0.879930,0.878068,0.879198
full-data,1.0,hetclassnn,pb3a6oru,2,gaussian_noise,0.831385,0.828188,0.831239
full-data,1.0,hetclassnn,pb3a6oru,2,impulse_noise,0.832538,0.838852,0.829154
full-data,1.0,hetclassnn,pb3a6oru,2,jpeg,0.749005,0.750278,0.748219
full-data,1.0,hetclassnn,pb3a6oru,2,motion_blur,0.700661,0.701166,0.699950
full-data,1.0,hetclassnn,pb3a6oru,2,pixelate,0.619014,0.620162,0.618719
full-data,1.0,hetclassnn,pb3a6oru,2,shot_noise,0.740708,0.740577,0.740121
full-data,1.0,hetclassnn,pb3a6oru,2,snow,0.725706,0.730242,0.723547
full-data,1.0,hetclassnn,pb3a6oru,2,zoom_blur,0.709401,0.706945,0.709382
full-data,1.0,hetclassnn,pb3a6oru,3,brightness,0.521988,0.522780,0.521832
full-data,1.0,hetclassnn,pb3a6oru,3,contrast,0.655501,0.653682,0.655531
full-data,1.0,hetclassnn,pb3a6oru,3,defocus_blur,0.644987,0.644986,0.644356
full-data,1.0,hetclassnn,pb3a6oru,3,elastic,0.697052,0.696921,0.696441
full-data,1.0,hetclassnn,pb3a6oru,3,fog,0.575093,0.575267,0.574732
full-data,1.0,hetclassnn,pb3a6oru,3,frost,0.751928,0.753721,0.750482
full-data,1.0,hetclassnn,pb3a6oru,3,frosted_glass_blur,0.866312,0.862093,0.866530
full-data,1.0,hetclassnn,pb3a6oru,3,gaussian_noise,0.869427,0.859863,0.871309
full-data,1.0,hetclassnn,pb3a6oru,3,impulse_noise,0.895276,0.897997,0.892659
full-data,1.0,hetclassnn,pb3a6oru,3,jpeg,0.771101,0.772078,0.770469
full-data,1.0,hetclassnn,pb3a6oru,3,motion_blur,0.775927,0.774637,0.775540
full-data,1.0,hetclassnn,pb3a6oru,3,pixelate,0.658287,0.658666,0.658048
full-data,1.0,hetclassnn,pb3a6oru,3,shot_noise,0.844932,0.837992,0.845911
full-data,1.0,hetclassnn,pb3a6oru,3,snow,0.695135,0.699035,0.693617
full-data,1.0,hetclassnn,pb3a6oru,3,zoom_blur,0.767204,0.763140,0.767458
full-data,1.0,hetclassnn,pb3a6oru,4,brightness,0.541826,0.542521,0.541600
full-data,1.0,hetclassnn,pb3a6oru,4,contrast,0.746610,0.741802,0.747424
full-data,1.0,hetclassnn,pb3a6oru,4,defocus_blur,0.743815,0.741978,0.743491
full-data,1.0,hetclassnn,pb3a6oru,4,elastic,0.768831,0.770741,0.767507
full-data,1.0,hetclassnn,pb3a6oru,4,fog,0.629228,0.629698,0.628696
full-data,1.0,hetclassnn,pb3a6oru,4,frost,0.763546,0.765948,0.761819
full-data,1.0,hetclassnn,pb3a6oru,4,frosted_glass_blur,0.911036,0.908165,0.910235
full-data,1.0,hetclassnn,pb3a6oru,4,gaussian_noise,0.877466,0.864375,0.880546
full-data,1.0,hetclassnn,pb3a6oru,4,impulse_noise,0.950905,0.946876,0.950070
full-data,1.0,hetclassnn,pb3a6oru,4,jpeg,0.792202,0.793609,0.791047
full-data,1.0,hetclassnn,pb3a6oru,4,motion_blur,0.775831,0.774195,0.775519
full-data,1.0,hetclassnn,pb3a6oru,4,pixelate,0.747185,0.747927,0.746563
full-data,1.0,hetclassnn,pb3a6oru,4,shot_noise,0.869086,0.859017,0.871079
full-data,1.0,hetclassnn,pb3a6oru,4,snow,0.712363,0.716868,0.710641
full-data,1.0,hetclassnn,pb3a6oru,4,zoom_blur,0.805667,0.800031,0.806441
full-data,1.0,hetclassnn,pb3a6oru,5,brightness,0.594939,0.595874,0.594496
full-data,1.0,hetclassnn,pb3a6oru,5,contrast,0.916259,0.886915,0.922246
full-data,1.0,hetclassnn,pb3a6oru,5,defocus_blur,0.880949,0.870414,0.883084
full-data,1.0,hetclassnn,pb3a6oru,5,elastic,0.811608,0.813633,0.810154
full-data,1.0,hetclassnn,pb3a6oru,5,fog,0.772876,0.773320,0.771883
full-data,1.0,hetclassnn,pb3a6oru,5,frost,0.820205,0.821972,0.818189
full-data,1.0,hetclassnn,pb3a6oru,5,frosted_glass_blur,0.901977,0.896204,0.902296
full-data,1.0,hetclassnn,pb3a6oru,5,gaussian_noise,0.883171,0.866499,0.887510
full-data,1.0,hetclassnn,pb3a6oru,5,impulse_noise,0.963937,0.953778,0.964861
full-data,1.0,hetclassnn,pb3a6oru,5,jpeg,0.817661,0.818456,0.816684
full-data,1.0,hetclassnn,pb3a6oru,5,motion_blur,0.829978,0.825772,0.830328
full-data,1.0,hetclassnn,pb3a6oru,5,pixelate,0.822624,0.820985,0.822417
full-data,1.0,hetclassnn,pb3a6oru,5,shot_noise,0.888390,0.871548,0.892623
full-data,1.0,hetclassnn,pb3a6oru,5,snow,0.755129,0.758659,0.753079
full-data,1.0,hetclassnn,pb3a6oru,5,zoom_blur,0.851801,0.842635,0.853609
scarce-10pct,0.1,sngp,1692idyk,1,brightness,0.504235,0.506268,0.504067
scarce-10pct,0.1,sngp,1692idyk,1,contrast,0.524201,0.518300,0.524664
scarce-10pct,0.1,sngp,1692idyk,1,defocus_blur,0.513764,0.514743,0.513666
scarce-10pct,0.1,sngp,1692idyk,1,elastic,0.584625,0.586077,0.584474
scarce-10pct,0.1,sngp,1692idyk,1,fog,0.509605,0.503354,0.510083
scarce-10pct,0.1,sngp,1692idyk,1,frost,0.559286,0.562667,0.559087
scarce-10pct,0.1,sngp,1692idyk,1,frosted_glass_blur,0.650518,0.667704,0.648943
scarce-10pct,0.1,sngp,1692idyk,1,gaussian_noise,0.580964,0.585044,0.580635
scarce-10pct,0.1,sngp,1692idyk,1,impulse_noise,0.554394,0.549525,0.554782
scarce-10pct,0.1,sngp,1692idyk,1,jpeg,0.550326,0.545916,0.550660
scarce-10pct,0.1,sngp,1692idyk,1,motion_blur,0.589451,0.598973,0.588623
scarce-10pct,0.1,sngp,1692idyk,1,pixelate,0.525655,0.518452,0.526167
scarce-10pct,0.1,sngp,1692idyk,1,shot_noise,0.554927,0.557346,0.554796
scarce-10pct,0.1,sngp,1692idyk,1,snow,0.560602,0.560001,0.560678
scarce-10pct,0.1,sngp,1692idyk,1,zoom_blur,0.620490,0.632207,0.619453
scarce-10pct,0.1,sngp,1692idyk,2,brightness,0.516534,0.521654,0.516123
scarce-10pct,0.1,sngp,1692idyk,2,contrast,0.611323,0.603860,0.611916
scarce-10pct,0.1,sngp,1692idyk,2,defocus_blur,0.557753,0.564571,0.557212
scarce-10pct,0.1,sngp,1692idyk,2,elastic,0.589120,0.592226,0.588815
scarce-10pct,0.1,sngp,1692idyk,2,fog,0.547943,0.535683,0.548846
scarce-10pct,0.1,sngp,1692idyk,2,frost,0.615258,0.625290,0.614439
scarce-10pct,0.1,sngp,1692idyk,2,frosted_glass_blur,0.651651,0.666048,0.650330
scarce-10pct,0.1,sngp,1692idyk,2,gaussian_noise,0.628510,0.639208,0.627508
scarce-10pct,0.1,sngp,1692idyk,2,impulse_noise,0.609849,0.608517,0.609977
scarce-10pct,0.1,sngp,1692idyk,2,jpeg,0.583462,0.576261,0.583991
scarce-10pct,0.1,sngp,1692idyk,2,motion_blur,0.648763,0.664916,0.647293
scarce-10pct,0.1,sngp,1692idyk,2,pixelate,0.554270,0.542615,0.555074
scarce-10pct,0.1,sngp,1692idyk,2,shot_noise,0.590203,0.597131,0.589618
scarce-10pct,0.1,sngp,1692idyk,2,snow,0.637820,0.653222,0.636507
scarce-10pct,0.1,sngp,1692idyk,2,zoom_blur,0.644367,0.661792,0.642784
scarce-10pct,0.1,sngp,1692idyk,3,brightness,0.535357,0.543396,0.534623
scarce-10pct,0.1,sngp,1692idyk,3,contrast,0.663636,0.659580,0.663851
scarce-10pct,0.1,sngp,1692idyk,3,defocus_blur,0.620647,0.637260,0.619169
scarce-10pct,0.1,sngp,1692idyk,3,elastic,0.626318,0.634633,0.625591
scarce-10pct,0.1,sngp,1692idyk,3,fog,0.590834,0.576494,0.591934
scarce-10pct,0.1,sngp,1692idyk,3,frost,0.662423,0.680573,0.660751
scarce-10pct,0.1,sngp,1692idyk,3,frosted_glass_blur,0.648353,0.655536,0.647752
scarce-10pct,0.1,sngp,1692idyk,3,gaussian_noise,0.653518,0.670049,0.651704
scarce-10pct,0.1,sngp,1692idyk,3,impulse_noise,0.646964,0.651359,0.646543
scarce-10pct,0.1,sngp,1692idyk,3,jpeg,0.591239,0.583109,0.591812
scarce-10pct,0.1,sngp,1692idyk,3,motion_blur,0.687591,0.707377,0.685739
scarce-10pct,0.1,sngp,1692idyk,3,pixelate,0.567695,0.553717,0.568668
scarce-10pct,0.1,sngp,1692idyk,3,shot_noise,0.648182,0.663910,0.646446
scarce-10pct,0.1,sngp,1692idyk,3,snow,0.622863,0.631328,0.622251
scarce-10pct,0.1,sngp,1692idyk,3,zoom_blur,0.673302,0.694752,0.671303
scarce-10pct,0.1,sngp,1692idyk,4,brightness,0.559464,0.570664,0.558361
scarce-10pct,0.1,sngp,1692idyk,4,contrast,0.710426,0.717435,0.709608
scarce-10pct,0.1,sngp,1692idyk,4,defocus_blur,0.679983,0.707633,0.677231
scarce-10pct,0.1,sngp,1692idyk,4,elastic,0.652260,0.658488,0.651650
scarce-10pct,0.1,sngp,1692idyk,4,fog,0.640810,0.626269,0.641895
scarce-10pct,0.1,sngp,1692idyk,4,frost,0.662340,0.680374,0.660706
scarce-10pct,0.1,sngp,1692idyk,4,frosted_glass_blur,0.658987,0.683298,0.656620
scarce-10pct,0.1,sngp,1692idyk,4,gaussian_noise,0.660470,0.679761,0.658329
scarce-10pct,0.1,sngp,1692idyk,4,impulse_noise,0.682473,0.699310,0.680729
scarce-10pct,0.1,sngp,1692idyk,4,jpeg,0.603917,0.594901,0.604563
scarce-10pct,0.1,sngp,1692idyk,4,motion_blur,0.687611,0.707349,0.685738
scarce-10pct,0.1,sngp,1692idyk,4,pixelate,0.607864,0.593124,0.608889
scarce-10pct,0.1,sngp,1692idyk,4,shot_noise,0.664691,0.683728,0.662554
scarce-10pct,0.1,sngp,1692idyk,4,snow,0.641771,0.652434,0.640936
scarce-10pct,0.1,sngp,1692idyk,4,zoom_blur,0.692276,0.717583,0.689790
scarce-10pct,0.1,sngp,1692idyk,5,brightness,0.615512,0.634230,0.613398
scarce-10pct,0.1,sngp,1692idyk,5,contrast,0.810461,0.857809,0.803861
scarce-10pct,0.1,sngp,1692idyk,5,defocus_blur,0.741300,0.782890,0.736747
scarce-10pct,0.1,sngp,1692idyk,5,elastic,0.657235,0.656076,0.657260
scarce-10pct,0.1,sngp,1692idyk,5,fog,0.721224,0.713108,0.721843
scarce-10pct,0.1,sngp,1692idyk,5,frost,0.684331,0.708527,0.681929
scarce-10pct,0.1,sngp,1692idyk,5,frosted_glass_blur,0.662675,0.676362,0.661419
scarce-10pct,0.1,sngp,1692idyk,5,gaussian_noise,0.664278,0.685579,0.661810
scarce-10pct,0.1,sngp,1692idyk,5,impulse_noise,0.693500,0.720949,0.690508
scarce-10pct,0.1,sngp,1692idyk,5,jpeg,0.616778,0.607655,0.617449
scarce-10pct,0.1,sngp,1692idyk,5,motion_blur,0.711555,0.732382,0.709533
scarce-10pct,0.1,sngp,1692idyk,5,pixelate,0.646669,0.632047,0.647721
scarce-10pct,0.1,sngp,1692idyk,5,shot_noise,0.676794,0.699936,0.673968
scarce-10pct,0.1,sngp,1692idyk,5,snow,0.672464,0.691534,0.670757
scarce-10pct,0.1,sngp,1692idyk,5,zoom_blur,0.716527,0.745064,0.713604
scarce-10pct,0.1,edl,5lhhpt1y,1,brightness,0.507856,0.512753,0.485825
scarce-10pct,0.1,edl,5lhhpt1y,1,contrast,0.522497,0.524054,0.514486
scarce-10pct,0.1,edl,5lhhpt1y,1,defocus_blur,0.502153,0.504474,0.510991
scarce-10pct,0.1,edl,5lhhpt1y,1,elastic,0.528924,0.532460,0.543124
scarce-10pct,0.1,edl,5lhhpt1y,1,fog,0.521419,0.522959,0.500509
scarce-10pct,0.1,edl,5lhhpt1y,1,frost,0.549180,0.562517,0.447231
scarce-10pct,0.1,edl,5lhhpt1y,1,frosted_glass_blur,0.591801,0.585960,0.530151
scarce-10pct,0.1,edl,5lhhpt1y,1,gaussian_noise,0.516080,0.517335,0.502462
scarce-10pct,0.1,edl,5lhhpt1y,1,impulse_noise,0.521744,0.520573,0.498819
scarce-10pct,0.1,edl,5lhhpt1y,1,jpeg,0.516006,0.513861,0.507943
scarce-10pct,0.1,edl,5lhhpt1y,1,motion_blur,0.522837,0.529429,0.525146
scarce-10pct,0.1,edl,5lhhpt1y,1,pixelate,0.493064,0.488950,0.516420
scarce-10pct,0.1,edl,5lhhpt1y,1,shot_noise,0.511007,0.511564,0.499082
scarce-10pct,0.1,edl,5lhhpt1y,1,snow,0.532077,0.534411,0.493125
scarce-10pct,0.1,edl,5lhhpt1y,1,zoom_blur,0.529008,0.534629,0.573313
scarce-10pct,0.1,edl,5lhhpt1y,2,brightness,0.519250,0.528137,0.473932
scarce-10pct,0.1,edl,5lhhpt1y,2,contrast,0.579043,0.576807,0.570264
scarce-10pct,0.1,edl,5lhhpt1y,2,defocus_blur,0.511619,0.517354,0.534699
scarce-10pct,0.1,edl,5lhhpt1y,2,elastic,0.527720,0.532161,0.546707
scarce-10pct,0.1,edl,5lhhpt1y,2,fog,0.557030,0.557385,0.522246
scarce-10pct,0.1,edl,5lhhpt1y,2,frost,0.584922,0.600244,0.428431
scarce-10pct,0.1,edl,5lhhpt1y,2,frosted_glass_blur,0.593538,0.587090,0.534095
scarce-10pct,0.1,edl,5lhhpt1y,2,gaussian_noise,0.527577,0.528913,0.510727
scarce-10pct,0.1,edl,5lhhpt1y,2,impulse_noise,0.533663,0.530864,0.504591
scarce-10pct,0.1,edl,5lhhpt1y,2,jpeg,0.520114,0.517951,0.519089
scarce-10pct,0.1,edl,5lhhpt1y,2,motion_blur,0.540872,0.547824,0.543793
scarce-10pct,0.1,edl,5lhhpt1y,2,pixelate,0.492690,0.484899,0.527803
scarce-10pct,0.1,edl,5lhhpt1y,2,shot_noise,0.517899,0.517721,0.504064
scarce-10pct,0.1,edl,5lhhpt1y,2,snow,0.561264,0.563029,0.498399
scarce-10pct,0.1,edl,5lhhpt1y,2,zoom_blur,0.529162,0.536317,0.581458
scarce-10pct,0.1,edl,5lhhpt1y,3,brightness,0.534062,0.545503,0.466580
scarce-10pct,0.1,edl,5lhhpt1y,3,contrast,0.612447,0.607720,0.604944
scarce-10pct,0.1,edl,5lhhpt1y,3,defocus_blur,0.521298,0.528907,0.565997
scarce-10pct,0.1,edl,5lhhpt1y,3,elastic,0.535858,0.541947,0.563151
scarce-10pct,0.1,edl,5lhhpt1y,3,fog,0.587051,0.585729,0.542163
scarce-10pct,0.1,edl,5lhhpt1y,3,frost,0.618008,0.633270,0.423365
scarce-10pct,0.1,edl,5lhhpt1y,3,frosted_glass_blur,0.597303,0.596964,0.542498
scarce-10pct,0.1,edl,5lhhpt1y,3,gaussian_noise,0.538366,0.537105,0.515611
scarce-10pct,0.1,edl,5lhhpt1y,3,impulse_noise,0.543425,0.539021,0.504678
scarce-10pct,0.1,edl,5lhhpt1y,3,jpeg,0.522524,0.520320,0.524622
scarce-10pct,0.1,edl,5lhhpt1y,3,motion_blur,0.559009,0.564017,0.558689
scarce-10pct,0.1,edl,5lhhpt1y,3,pixelate,0.497566,0.493225,0.526322
scarce-10pct,0.1,edl,5lhhpt1y,3,shot_noise,0.527375,0.524690,0.516541
scarce-10pct,0.1,edl,5lhhpt1y,3,snow,0.569850,0.572108,0.510156
scarce-10pct,0.1,edl,5lhhpt1y,3,zoom_blur,0.536673,0.544649,0.597594
scarce-10pct,0.1,edl,5lhhpt1y,4,brightness,0.550251,0.563701,0.460341
scarce-10pct,0.1,edl,5lhhpt1y,4,contrast,0.656601,0.648603,0.634738
scarce-10pct,0.1,edl,5lhhpt1y,4,defocus_blur,0.524222,0.530759,0.600395
scarce-10pct,0.1,edl,5lhhpt1y,4,elastic,0.559749,0.567924,0.573899
scarce-10pct,0.1,edl,5lhhpt1y,4,fog,0.614715,0.614250,0.560744
scarce-10pct,0.1,edl,5lhhpt1y,4,frost,0.618863,0.635305,0.423408
scarce-10pct,0.1,edl,5lhhpt1y,4,frosted_glass_blur,0.636190,0.623431,0.541596
scarce-10pct,0.1,edl,5lhhpt1y,4,gaussian_noise,0.543630,0.539983,0.517811
scarce-10pct,0.1,edl,5lhhpt1y,4,impulse_noise,0.553754,0.543579,0.512949
scarce-10pct,0.1,edl,5lhhpt1y,4,jpeg,0.527737,0.524571,0.530258
scarce-10pct,0.1,edl,5lhhpt1y,4,motion_blur,0.559009,0.564017,0.558689
scarce-10pct,0.1,edl,5lhhpt1y,4,pixelate,0.499953,0.497995,0.521187
scarce-10pct,0.1,edl,5lhhpt1y,4,shot_noise,0.529056,0.524595,0.519759
scarce-10pct,0.1,edl,5lhhpt1y,4,snow,0.585180,0.592290,0.510358
scarce-10pct,0.1,edl,5lhhpt1y,4,zoom_blur,0.540715,0.549793,0.607771
scarce-10pct,0.1,edl,5lhhpt1y,5,brightness,0.587798,0.602324,0.456057
scarce-10pct,0.1,edl,5lhhpt1y,5,contrast,0.640675,0.631682,0.728433
scarce-10pct,0.1,edl,5lhhpt1y,5,defocus_blur,0.543097,0.549952,0.659646
scarce-10pct,0.1,edl,5lhhpt1y,5,elastic,0.598423,0.605163,0.569475
scarce-10pct,0.1,edl,5lhhpt1y,5,fog,0.651473,0.660288,0.593681
scarce-10pct,0.1,edl,5lhhpt1y,5,frost,0.643970,0.659355,0.423834
scarce-10pct,0.1,edl,5lhhpt1y,5,frosted_glass_blur,0.651792,0.645113,0.545403
scarce-10pct,0.1,edl,5lhhpt1y,5,gaussian_noise,0.545608,0.539549,0.521546
scarce-10pct,0.1,edl,5lhhpt1y,5,impulse_noise,0.550106,0.532842,0.528955
scarce-10pct,0.1,edl,5lhhpt1y,5,jpeg,0.532282,0.529451,0.538271
scarce-10pct,0.1,edl,5lhhpt1y,5,motion_blur,0.572779,0.574812,0.568201
scarce-10pct,0.1,edl,5lhhpt1y,5,pixelate,0.484259,0.467613,0.559332
scarce-10pct,0.1,edl,5lhhpt1y,5,shot_noise,0.531972,0.523949,0.521920
scarce-10pct,0.1,edl,5lhhpt1y,5,snow,0.599092,0.606355,0.501164
scarce-10pct,0.1,edl,5lhhpt1y,5,zoom_blur,0.549366,0.558557,0.625049
scarce-10pct,0.1,ddu,5w1yjrmj,1,brightness,0.500933,0.500000,0.500933
scarce-10pct,0.1,ddu,5w1yjrmj,1,contrast,0.521316,0.500000,0.521316
scarce-10pct,0.1,ddu,5w1yjrmj,1,defocus_blur,0.509336,0.500000,0.509336
scarce-10pct,0.1,ddu,5w1yjrmj,1,elastic,0.597643,0.500000,0.597643
scarce-10pct,0.1,ddu,5w1yjrmj,1,fog,0.512582,0.500000,0.512582
scarce-10pct,0.1,ddu,5w1yjrmj,1,frost,0.564570,0.500000,0.564570
scarce-10pct,0.1,ddu,5w1yjrmj,1,frosted_glass_blur,0.701774,0.500000,0.701774
scarce-10pct,0.1,ddu,5w1yjrmj,1,gaussian_noise,0.602246,0.500000,0.602246
scarce-10pct,0.1,ddu,5w1yjrmj,1,impulse_noise,0.578723,0.500000,0.578723
scarce-10pct,0.1,ddu,5w1yjrmj,1,jpeg,0.578114,0.500000,0.578114
scarce-10pct,0.1,ddu,5w1yjrmj,1,motion_blur,0.584446,0.500000,0.584446
scarce-10pct,0.1,ddu,5w1yjrmj,1,pixelate,0.548150,0.500000,0.548150
scarce-10pct,0.1,ddu,5w1yjrmj,1,shot_noise,0.568327,0.500000,0.568327
scarce-10pct,0.1,ddu,5w1yjrmj,1,snow,0.574216,0.500000,0.574216
scarce-10pct,0.1,ddu,5w1yjrmj,1,zoom_blur,0.619817,0.500000,0.619817
scarce-10pct,0.1,ddu,5w1yjrmj,2,brightness,0.508443,0.500000,0.508443
scarce-10pct,0.1,ddu,5w1yjrmj,2,contrast,0.602241,0.500000,0.602241
scarce-10pct,0.1,ddu,5w1yjrmj,2,defocus_blur,0.541354,0.500000,0.541354
scarce-10pct,0.1,ddu,5w1yjrmj,2,elastic,0.596939,0.500000,0.596939
scarce-10pct,0.1,ddu,5w1yjrmj,2,fog,0.551800,0.500000,0.551800
scarce-10pct,0.1,ddu,5w1yjrmj,2,frost,0.619858,0.500000,0.619858
scarce-10pct,0.1,ddu,5w1yjrmj,2,frosted_glass_blur,0.703077,0.500000,0.703077
scarce-10pct,0.1,ddu,5w1yjrmj,2,gaussian_noise,0.666839,0.500000,0.666839
scarce-10pct,0.1,ddu,5w1yjrmj,2,impulse_noise,0.651607,0.500000,0.651607
scarce-10pct,0.1,ddu,5w1yjrmj,2,jpeg,0.622308,0.500000,0.622308
scarce-10pct,0.1,ddu,5w1yjrmj,2,motion_blur,0.645820,0.500000,0.645820
scarce-10pct,0.1,ddu,5w1yjrmj,2,pixelate,0.603023,0.500000,0.603023
scarce-10pct,0.1,ddu,5w1yjrmj,2,shot_noise,0.611204,0.500000,0.611204
scarce-10pct,0.1,ddu,5w1yjrmj,2,snow,0.656490,0.500000,0.656490
scarce-10pct,0.1,ddu,5w1yjrmj,2,zoom_blur,0.640244,0.500000,0.640244
scarce-10pct,0.1,ddu,5w1yjrmj,3,brightness,0.522309,0.500000,0.522309
scarce-10pct,0.1,ddu,5w1yjrmj,3,contrast,0.657642,0.500000,0.657642
scarce-10pct,0.1,ddu,5w1yjrmj,3,defocus_blur,0.595495,0.500000,0.595495
scarce-10pct,0.1,ddu,5w1yjrmj,3,elastic,0.630531,0.500000,0.630531
scarce-10pct,0.1,ddu,5w1yjrmj,3,fog,0.591001,0.500000,0.591001
scarce-10pct,0.1,ddu,5w1yjrmj,3,frost,0.676459,0.500000,0.676459
scarce-10pct,0.1,ddu,5w1yjrmj,3,frosted_glass_blur,0.700559,0.500000,0.700559
scarce-10pct,0.1,ddu,5w1yjrmj,3,gaussian_noise,0.712576,0.500000,0.712576
scarce-10pct,0.1,ddu,5w1yjrmj,3,impulse_noise,0.707301,0.500000,0.707301
